"","id","s_g3","r_g3","m_g3","s_g5","r_g5","m_g5","s_g8","r_g8","m_g8","st_g3","rt_g3","mt_g3","st_g5","rt_g5","mt_g5","st_g8","rt_g8","mt_g8"
"1638",16874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1639",16877,37.11,124.49,105.97,52.29,162.44,130.73,NA,NA,NA,-0.844,1.206,1.453,-0.198,1.434,1.501,NA,NA,NA
"1640",16879,31.16,74.82,99.61,38.09,103.86,104.39,56.65,112.36,119.4,-1.178,0.497,1.305,-1.009,0.752,0.98,-0.323,0.669,1.023
"1641",16888,19.96,64.68,74.46,38.7,98.82,94.67,NA,NA,NA,-2.07,0.288,0.875,-0.96,0.663,0.87,NA,NA,NA
"1642",16890,38.2,130.32,105.34,58.62,143.98,104.88,NA,NA,NA,-0.816,1.409,1.443,0.092,1.166,1.093,NA,NA,NA
"1643",16891,30.31,105.8,90.1,45.11,166.46,121.75,NA,NA,NA,-1.23,1.036,1.193,-0.577,1.5,1.323,NA,NA,NA
"1644",16898,19.33,51.46,35.72,31.76,77.39,63.15,37.71,115.46,93.41,-2.157,-0.151,-0.355,-1.399,0.383,0.358,-1.108,0.7,0.656
"1645",16908,40.05,139.04,89.68,NA,NA,NA,NA,NA,NA,-0.744,1.484,1.193,NA,NA,NA,NA,NA,NA
"1646",16926,46.68,152.11,104.96,66.48,169.48,118.36,88.04,159.34,142.49,-0.432,1.584,1.422,0.506,1.534,1.371,1.009,1.123,1.407
"1647",16928,58.77,149.28,110.53,76.93,167.09,133.34,90.8,162.58,129.23,0.032,1.598,1.523,1.108,1.482,1.586,1.162,1.158,1.178
"1648",16943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1649",16956,21.58,97.31,81.77,36.93,132.63,117.04,NA,NA,NA,-1.87,0.913,1.026,-1.069,1.087,1.202,NA,NA,NA
"1650",16959,26.59,52.7,44.78,31.36,88.82,63.16,NA,NA,NA,-1.462,-0.018,0.04,-1.439,0.557,0.357,NA,NA,NA
"1651",16967,43.33,146.78,91.54,67.67,166.01,125.52,NA,NA,NA,-0.561,1.538,1.208,0.578,1.496,1.306,NA,NA,NA
"1652",16977,56.6,148.12,112.06,70.49,162.1,152.97,NA,NA,NA,-0.051,1.599,1.538,0.721,1.388,1.914,NA,NA,NA
"1653",16978,45.26,126.62,86.91,67.47,156.99,123,NA,NA,NA,-0.47,1.336,1.095,0.544,1.383,1.367,NA,NA,NA
"1654",16979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1655",16991,44.49,101.74,74.96,49.14,126.64,128.47,75.29,155.74,135.44,-0.557,0.958,0.89,-0.415,1.023,1.412,0.411,1.085,1.282
"1656",16995,31.06,55.24,79.48,NA,NA,NA,NA,NA,NA,-1.193,0.06,1.007,NA,NA,NA,NA,NA,NA
"1657",17003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1658",17017,69.05,146.81,95.16,73.79,163.85,118.91,91.74,167.39,129.56,0.429,1.586,1.252,0.87,1.401,1.25,1.217,1.213,1.183
"1659",17019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1660",17028,42.01,143.52,120.36,NA,NA,NA,NA,NA,NA,-0.747,1.519,1.699,NA,NA,NA,NA,NA,NA
"1661",17030,41.44,81.07,115.8,NA,NA,NA,NA,NA,NA,-0.635,0.684,1.621,NA,NA,NA,NA,NA,NA
"1662",17074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1663",17077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1664",17081,32.91,75.85,59.61,41.03,78.04,84.04,NA,NA,NA,-1.07,0.549,0.537,-0.834,0.388,0.78,NA,NA,NA
"1665",17084,58.82,159.96,133.66,NA,NA,NA,NA,NA,NA,0.04,1.728,1.976,NA,NA,NA,NA,NA,NA
"1666",17085,46.24,126.12,130.08,62.47,167.35,146.06,83.12,168.08,153.16,-0.453,1.325,1.809,0.249,1.536,1.796,0.762,1.222,1.621
"1667",17086,44.72,127.13,113.07,62.65,168.16,120.88,83.86,162.09,147.4,-0.525,1.344,1.565,0.324,1.51,1.317,0.797,1.153,1.501
"1668",17092,39.62,151.95,123.3,53.94,148.46,130.77,80.29,168.03,156.97,-0.763,1.612,1.781,-0.107,1.273,1.513,0.63,1.221,1.712
"1669",17095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1670",17109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1671",17112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1672",17142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1673",17144,33.59,140.06,70.69,54.79,148.36,87.79,72.08,168.64,112.22,-1.027,1.487,0.808,-0.083,1.289,0.855,0.278,1.228,0.916
"1674",17153,31.95,106.26,72.31,42.52,124.98,78.57,50.55,135.59,112.22,-1.118,1.082,0.827,-0.732,0.971,0.595,-0.56,0.889,0.916
"1675",17169,74.42,143.08,101.07,90.51,189.92,154.08,103.9,189.17,143.9,0.668,1.426,1.339,1.964,1.953,1.99,2.236,1.527,1.433
"1676",17171,68.36,182.09,146.67,93.53,191.52,167.37,107.05,204.4,167.75,0.392,2.033,2.249,2.179,1.876,2.464,2.777,2.004,2.1
"1677",17192,72.38,147.38,110.06,90.3,149.56,157.23,97.46,177.8,164.02,0.546,1.573,1.509,1.84,1.303,2.068,1.602,1.346,1.926
"1678",17205,32.61,91.28,102.29,37.77,115.27,116.1,51.42,112.58,129.32,-1.088,0.854,1.346,-1.018,0.859,1.188,-0.525,0.671,1.179
"1679",17214,51.73,116.69,103,45.21,149.09,122.09,63.37,103.71,127.66,-0.246,1.133,1.36,-0.581,1.266,1.341,-0.065,0.58,1.152
"1680",17226,41.43,104.67,100.9,47.7,144.82,119.95,NA,NA,NA,-0.662,1.025,1.338,-0.447,1.162,1.305,NA,NA,NA
"1681",17235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1682",17238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1683",17267,36.49,102.95,106.56,53.79,130.83,130.42,82.18,147.15,150.61,-0.88,0.996,1.471,-0.142,1.042,1.496,0.717,0.999,1.566
"1684",17272,46.23,139.12,119.4,72.62,159.7,142.64,96.5,188.72,150.03,-0.475,1.511,1.666,0.788,1.394,1.698,1.53,1.519,1.554
"1685",17291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1686",17309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1687",17312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1688",17344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1689",17346,25.49,98.12,58.65,32.71,98.78,73.29,54.22,146.47,88.71,-1.539,0.93,0.512,-1.345,0.663,0.479,-0.416,0.992,0.592
"1690",17351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1691",17361,24.09,71.84,70.37,34.95,125.89,109.97,68.64,128.99,118.22,-1.632,0.452,0.795,-1.19,1.002,1.088,0.14,0.828,1.005
"1692",17384,45.8,168.33,124.5,74.2,174.31,150.37,88.47,166.27,147.53,-0.473,1.87,1.748,0.909,1.605,1.929,1.032,1.2,1.503
"1693",17415,32.37,75.75,56.52,31.76,103.53,63.78,48.03,98.88,74.73,-1.079,0.526,0.454,-1.409,0.696,0.376,-0.66,0.527,0.385
"1694",17421,52.93,112.22,75.61,NA,NA,NA,NA,NA,NA,-0.186,1.147,0.914,NA,NA,NA,NA,NA,NA
"1695",17434,48.5,130.3,74.74,55.38,142.24,99.92,82.3,184.3,126.04,-0.361,1.434,0.883,-0.065,1.143,0.862,0.723,1.442,1.126
"1696",17456,NA,NA,NA,55.36,147.35,85.2,75.74,174.75,118.95,NA,NA,NA,-0.056,1.243,0.723,0.431,1.305,1.016
"1697",17459,58.69,145.96,120.1,67.13,158.63,134.92,87.07,178.25,162.58,0.053,1.497,1.682,0.525,1.368,1.591,0.958,1.352,1.874
"1698",17475,37.56,105.43,71.76,41.2,128.66,112.69,53.46,136.18,99.32,-0.83,1.011,0.817,-0.793,1.025,1.131,-0.446,0.895,0.736
"1699",17478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1700",17480,21.54,75.82,45.36,32.7,87.13,75.26,NA,NA,NA,-1.886,0.574,0.066,-1.336,0.505,0.625,NA,NA,NA
"1701",17501,38.85,105.39,99.84,NA,NA,NA,NA,NA,NA,-0.767,1.029,1.308,NA,NA,NA,NA,NA,NA
"1702",17502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1703",17509,22.11,88.61,64.13,NA,NA,NA,NA,NA,NA,-1.817,0.798,0.658,NA,NA,NA,NA,NA,NA
"1704",17537,78.84,166.07,119.23,NA,NA,NA,NA,NA,NA,0.844,1.774,1.644,NA,NA,NA,NA,NA,NA
"1705",17539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1706",17577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1707",17585,69.94,170.42,129.92,91.71,191.18,141.39,NA,NA,NA,0.523,1.828,1.827,2.057,2.029,1.687,NA,NA,NA
"1708",17597,NA,NA,NA,NA,NA,NA,105.34,170.99,171.9,NA,NA,NA,NA,NA,NA,2.447,1.257,2.491
"1709",17605,35.45,105.33,89.43,45.71,127.89,107.13,NA,NA,NA,-0.938,1.024,1.179,-0.54,1.054,1.039,NA,NA,NA
"1710",17611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1711",17612,34.92,60.76,58.62,53.32,78.23,87.94,70.93,116.99,81.52,-0.965,0.212,0.511,-0.211,0.395,0.768,0.231,0.714,0.49
"1712",17614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1713",17631,36.78,142.66,87.76,69.75,163.99,116.29,NA,NA,NA,-0.895,1.424,1.119,0.667,1.402,1.285,NA,NA,NA
"1714",17644,52.28,107.11,89.41,54.43,126.63,103.95,NA,NA,NA,-0.207,1.081,1.174,-0.101,1.036,1.027,NA,NA,NA
"1715",17647,41.59,89.37,49.09,53.1,128.2,90,77.16,155.52,119.46,-0.648,0.817,0.206,-0.193,1.046,0.823,0.492,1.083,1.023
"1716",17649,45.46,67.39,57.77,52.45,102.8,79.38,NA,NA,NA,-0.509,0.351,0.488,-0.24,0.706,0.618,NA,NA,NA
"1717",17651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1718",17676,59.4,147.23,127.86,71.66,179.79,148.99,99.29,202.04,154.87,0.063,1.475,1.792,0.768,1.661,1.773,1.751,1.886,1.661
"1719",17705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1720",17710,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1721",17727,34.14,125.81,76.63,56.74,149.68,117.15,79.24,166.72,120.86,-1.018,1.261,0.946,0.025,1.307,1.206,0.583,1.205,1.045
"1722",17731,62.37,151.32,100.8,NA,NA,NA,NA,NA,NA,0.162,1.656,1.35,NA,NA,NA,NA,NA,NA
"1723",17734,43.84,119.74,87.94,73.48,105.36,116.62,85.59,154.71,139.57,-0.579,1.206,1.113,0.839,0.783,1.193,0.883,1.074,1.354
"1724",17738,33.37,59.01,61.44,38.02,NA,76.92,NA,NA,NA,-1.041,0.119,0.581,-1.006,NA,0.557,NA,NA,NA
"1725",17751,29.21,88.28,62.3,NA,NA,NA,NA,NA,NA,-1.288,0.792,0.605,NA,NA,NA,NA,NA,NA
"1726",17753,32.14,81,72.2,43.17,126.32,92.21,NA,NA,NA,-1.097,0.622,0.832,-0.69,0.99,0.962,NA,NA,NA
"1727",17766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1728",17770,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1729",17790,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1730",17791,34.19,77.65,82.42,48.03,127.92,96.5,47.63,128.12,114.05,-1.002,0.589,1.036,-0.419,1.041,0.934,-0.677,0.82,0.943
"1731",17801,39.11,90.34,54.51,NA,NA,NA,NA,NA,NA,-0.762,0.821,0.389,NA,NA,NA,NA,NA,NA
"1732",17816,21.73,67.66,58.5,NA,NA,NA,NA,NA,NA,-1.851,0.392,0.508,NA,NA,NA,NA,NA,NA
"1733",17824,39.55,89.8,47.53,NA,NA,NA,NA,NA,NA,-0.783,0.821,0.15,NA,NA,NA,NA,NA,NA
"1734",17828,71.75,164.3,134.53,70.18,181.77,160.93,102.31,195.09,171.01,0.55,1.719,1.991,0.675,1.808,2.238,2.044,1.657,2.365
"1735",17833,53.24,154.7,117.61,64.74,169.5,149.01,90.86,182,162.92,-0.171,1.672,1.63,0.44,1.574,1.851,1.166,1.406,1.886
"1736",17834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1737",17853,62.45,148.1,138.88,77.7,171.55,153.45,NA,NA,NA,0.164,1.571,2.003,1.07,1.612,1.963,NA,NA,NA
"1738",17856,80.53,194.07,147.68,86.97,193.65,159.87,107.9,203.29,170.22,0.878,2.38,2.277,1.719,2.108,2.214,2.996,1.945,2.281
"1739",17873,61.97,139.55,115.26,77.95,165.6,135.74,105.12,194.52,165.35,0.151,1.412,1.589,1.131,1.472,1.615,2.412,1.643,1.98
"1740",17878,NA,125.47,NA,45.36,147.17,141.97,NA,NA,NA,NA,1.299,NA,-0.598,1.224,1.681,NA,NA,NA
"1741",17928,61.04,151.06,128.03,90.79,180.19,165.34,NA,NA,NA,0.128,1.643,1.807,1.905,1.728,2.322,NA,NA,NA
"1742",17929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1743",17945,45.86,109.54,76.52,42.05,125.16,121.92,NA,NA,NA,-0.49,1.125,0.945,-0.777,0.981,1.345,NA,NA,NA
"1744",17990,22.03,72.99,55.69,36.83,121.46,85.14,NA,NA,NA,-1.832,0.462,0.428,-1.059,0.919,0.711,NA,NA,NA
"1745",17991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1746",18004,52.39,125.78,103.35,NA,NA,NA,NA,NA,NA,-0.209,1.257,1.374,NA,NA,NA,NA,NA,NA
"1747",18010,59.5,127.15,131.15,64.58,150.2,136.52,70.77,149.33,157.1,0.082,1.225,1.833,0.403,1.316,1.554,0.225,1.02,1.715
"1748",18013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1749",18021,40.09,108.24,65.18,42.29,125.61,97.48,74.92,119.38,119.4,-0.715,1.115,0.692,-0.764,0.993,0.946,0.396,0.737,1.023
"1750",18041,49.84,126.07,76.6,62.66,154.2,104.02,80.38,168.69,136.05,-0.303,1.33,0.947,0.323,1.325,1.06,0.634,1.229,1.292
"1751",18055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1752",18067,76.2,147.86,138.57,80.36,183.01,164.51,103.12,198.26,169.28,0.793,1.519,2.059,1.251,1.818,2.261,2.137,1.747,2.201
"1753",18068,70.77,145.96,120.82,73.43,162.92,143.8,87.94,174.39,160.89,0.521,1.461,1.737,0.851,1.42,1.756,1.004,1.3,1.82
"1754",18073,58.95,130.01,93.47,NA,NA,NA,NA,NA,NA,0.029,1.378,1.242,NA,NA,NA,NA,NA,NA
"1755",18077,63.15,165.23,126.74,87.69,184.28,136.63,96.78,197.03,165.8,0.229,1.766,1.812,1.823,1.824,1.612,1.551,1.71,2
"1756",18082,37.78,99.07,70.81,36.54,101.54,93.26,61.89,133.89,113,-0.801,0.92,0.801,-1.077,0.69,0.896,-0.122,0.873,0.927
"1757",18084,55.36,127.63,130.19,78.37,160.51,159.18,104.49,180.14,168.83,-0.088,1.376,1.875,1.144,1.401,2.154,2.318,1.379,2.168
"1758",18085,58.98,151.88,137.62,NA,NA,NA,NA,NA,NA,0.028,1.654,2.04,NA,NA,NA,NA,NA,NA
"1759",18093,58.44,142.79,126.06,92.52,168.48,146.61,101.8,200.83,169.94,0.017,1.429,1.824,2.001,1.567,1.835,1.99,1.837,2.255
"1760",18098,27.66,104.22,79.76,38.4,143.59,119.16,67.24,139.47,128.33,-1.361,0.997,1,-0.982,1.127,1.263,0.084,0.926,1.163
"1761",18099,36.27,145.41,106.72,67.53,158.64,132.52,NA,NA,NA,-0.877,1.451,1.486,0.542,1.353,1.497,NA,NA,NA
"1762",18106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1763",18149,58.05,139.69,130.63,NA,NA,NA,NA,NA,NA,0.012,1.408,1.851,NA,NA,NA,NA,NA,NA
"1764",18168,50.72,105.77,101.7,70.5,164.96,145.87,NA,NA,NA,-0.276,1.031,1.343,0.748,1.459,1.818,NA,NA,NA
"1765",18174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1766",18178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1767",18197,66.96,153.22,118.95,NA,NA,NA,NA,NA,NA,0.344,1.677,1.653,NA,NA,NA,NA,NA,NA
"1768",18199,48.25,129.67,71.27,63.62,148.05,104.59,NA,NA,NA,-0.393,1.414,0.809,0.352,1.257,1.083,NA,NA,NA
"1769",18200,52.18,147.57,129.03,65.47,159.79,143.2,94.37,171.35,160.76,-0.212,1.604,1.867,0.439,1.397,1.753,1.382,1.261,1.816
"1770",18205,47.77,127.24,102.4,70.07,166.24,129.91,NA,NA,NA,-0.398,1.314,1.368,0.658,1.447,1.489,NA,NA,NA
"1771",18233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1772",18239,57.35,118.84,84.71,62.86,180.62,141.91,96.07,193.73,157.36,0,1.196,1.057,0.31,1.627,1.692,1.498,1.624,1.722
"1773",18244,32.48,108.45,50.78,37.82,127.73,85.98,75.31,135.67,107.93,-1.09,1.114,0.266,-1.017,1.052,0.728,0.412,0.89,0.855
"1774",18262,33.51,107.73,69.91,45.92,145.03,104.48,73.76,136.21,127.85,-1.031,1.118,0.789,-0.565,1.145,1.076,0.347,0.895,1.155
"1775",18265,37.64,85.19,64.72,43.45,106.3,93.92,82.89,125.38,115.57,-0.839,0.717,0.678,-0.657,0.79,0.887,0.751,0.794,0.965
"1776",18275,72.91,156.3,132.54,86.24,174.86,134.13,101.71,200.86,162.15,0.617,1.686,1.926,1.727,1.602,1.596,1.98,1.838,1.86
"1777",18280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1778",18293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1779",18300,52.57,147.6,87.15,72.91,166.54,123.79,82.21,162.33,133.67,-0.216,1.516,1.104,0.814,1.548,1.344,0.719,1.155,1.252
"1780",18301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1781",18306,45.91,119.49,74.63,51.26,159.16,94.87,70.23,142.93,111.92,-0.472,1.191,0.885,-0.296,1.366,0.871,0.203,0.958,0.912
"1782",18335,42.08,125.64,117.71,66.35,149.79,137.45,90.76,179.3,155.07,-0.642,1.237,1.611,0.478,1.302,1.569,1.16,1.367,1.665
"1783",18337,33.01,76.1,62.83,NA,NA,NA,NA,NA,NA,-1.065,0.555,0.624,NA,NA,NA,NA,NA,NA
"1784",18351,40.48,105.27,115.3,74.38,146.57,132.85,NA,NA,NA,-0.715,1.045,1.562,0.945,1.204,1.486,NA,NA,NA
"1785",18353,39.78,124.12,107.51,NA,NA,NA,NA,NA,NA,-0.759,1.21,1.463,NA,NA,NA,NA,NA,NA
"1786",18354,36.91,99.67,78.75,53.04,106.74,118.96,NA,NA,NA,-0.855,0.948,0.997,-0.191,0.79,1.264,NA,NA,NA
"1787",18359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1788",18360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1789",18367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1790",18377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1791",18382,49.62,152.61,111.47,65.25,143.83,135.94,83.34,154.58,138.46,-0.329,1.602,1.545,0.419,1.165,1.547,0.772,1.073,1.334
"1792",18404,65.82,131.34,108.08,92.27,168.31,155.91,97.72,196.21,150.49,0.312,1.397,1.476,2.177,1.561,2.055,1.622,1.687,1.564
"1793",18413,51.12,133.08,95.97,70.66,146.93,108.29,94.4,157.02,129.8,-0.276,1.419,1.264,0.725,1.225,1.064,1.384,1.098,1.187
"1794",18415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1795",18421,60.37,126.5,112.51,82.16,171.83,141.25,105.17,186.66,164.02,0.066,1.347,1.547,1.374,1.596,1.669,2.42,1.481,1.926
"1796",18455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1797",18464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1798",18469,54.8,145.84,89.21,56.3,122.05,93.25,61.32,185.93,121.51,-0.13,1.476,1.172,-0.026,0.97,0.897,-0.144,1.469,1.055
"1799",18487,41.19,104.3,72.34,70.24,132.8,93.38,NA,NA,NA,-0.654,0.979,0.827,0.683,1.056,0.878,NA,NA,NA
"1800",18493,62.73,126.62,106.53,73.28,149.61,117.69,91.16,149,138.25,0.233,1.326,1.46,0.863,1.27,1.351,1.183,1.017,1.331
"1801",18502,56.84,111.38,82.66,57.42,151.24,117.07,NA,NA,NA,-0.075,1.158,1.032,0.004,1.322,1.202,NA,NA,NA
"1802",18514,60,145.59,106.14,NA,NA,NA,NA,NA,NA,0.115,1.468,1.469,NA,NA,NA,NA,NA,NA
"1803",18515,47.43,124.94,78.34,NA,NA,NA,NA,NA,NA,-0.415,1.249,0.987,NA,NA,NA,NA,NA,NA
"1804",18531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1805",18546,40.49,113.77,90.2,NA,NA,NA,NA,NA,NA,-0.68,1.183,1.203,NA,NA,NA,NA,NA,NA
"1806",18554,46.99,125.98,102.52,61.41,146.47,129.19,77.17,153.49,131.32,-0.453,1.319,1.363,0.257,1.218,1.434,0.492,1.062,1.212
"1807",18558,46.92,132.21,133.72,78.32,160.8,155.24,NA,NA,NA,-0.445,1.373,1.95,1.224,1.37,2.026,NA,NA,NA
"1808",18574,62.96,161.64,142.73,93.7,175.78,159.57,NA,NA,NA,0.254,1.74,2.159,2.218,1.613,2.152,NA,NA,NA
"1809",18581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1810",18597,61.43,108.7,101.67,62.28,147.61,117.13,NA,NA,NA,0.156,1.185,1.367,0.253,1.249,1.224,NA,NA,NA
"1811",18604,67.65,155.9,108.4,NA,NA,NA,NA,NA,NA,0.329,1.687,1.506,NA,NA,NA,NA,NA,NA
"1812",18609,32.49,111.49,98.56,38.02,156.55,105.94,65.81,175.54,138.58,-1.109,1.142,1.303,-1.01,1.335,1.015,0.029,1.315,1.336
"1813",18611,29.54,136.89,137.03,46.15,166.54,129.39,82.47,192.63,151.06,-1.245,1.398,2.012,-0.536,1.517,1.401,0.731,1.598,1.576
"1814",18656,31.76,97.86,82.04,NA,NA,NA,NA,NA,NA,-1.146,0.968,1.021,NA,NA,NA,NA,NA,NA
"1815",18664,38.08,124.03,81.29,66.65,126.01,120,84.41,161.03,139.91,-0.808,1.237,1.021,0.5,1.006,1.285,0.824,1.141,1.36
"1816",18683,41.54,105.16,91.69,49.32,126.96,129.09,79.6,164.75,152.14,-0.655,1.013,1.239,-0.334,1.015,1.444,0.599,1.183,1.599
"1817",18691,28.64,91.68,50.53,48.73,128,92.38,42.7,137.34,96.66,-1.32,0.856,0.258,-0.399,1.042,0.763,-0.883,0.906,0.7
"1818",18709,30.39,107.66,103.96,50.37,145,118.22,NA,NA,NA,-1.209,1.106,1.4,-0.306,1.19,1.186,NA,NA,NA
"1819",18720,39.63,79.53,65.73,46.73,115.85,92.41,61.7,94.89,67.75,-0.749,0.652,0.704,-0.492,0.87,0.87,-0.129,0.48,0.264
"1820",18722,46.8,140.81,99.33,52.34,149.87,132.85,74.57,170.5,148.14,-0.441,1.44,1.324,-0.197,1.31,1.485,0.381,1.251,1.515
"1821",18735,62.73,151.66,115.68,73.55,167.81,150.98,99.95,185.5,156.81,0.198,1.661,1.596,0.873,1.539,1.822,1.809,1.462,1.707
"1822",18755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1823",18760,42.98,127.7,119.67,NA,NA,NA,NA,NA,NA,-0.589,1.38,1.671,NA,NA,NA,NA,NA,NA
"1824",18767,55.31,136,89.5,75.61,158.75,120.64,73.36,131.9,129.81,-0.083,1.4,1.178,0.952,1.351,1.307,0.331,0.855,1.187
"1825",18768,60.79,127.24,103.1,70.79,149.13,127.85,84.63,166.37,148.09,0.12,1.345,1.38,0.702,1.293,1.362,0.835,1.201,1.515
"1826",18783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1827",18795,35.19,103.39,116.23,82.58,147.41,131.72,NA,NA,NA,-0.929,0.976,1.62,1.443,1.21,1.537,NA,NA,NA
"1828",18802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1829",18804,74.83,140.82,142.2,NA,NA,NA,NA,NA,NA,0.669,1.419,2.141,NA,NA,NA,NA,NA,NA
"1830",18813,50.72,124.49,92.15,69.39,168.02,133.29,88.46,170.85,141.74,-0.289,1.25,1.228,0.623,1.501,1.512,1.031,1.255,1.393
"1831",18829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
